MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70383143	SLD	1595000	1445125	5/8/2006	8/16/2006		53	53	166 Monument Street	Concord	MA	01742		5	3.5	4400	38	23522	Alice Bennet	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Accompanied Showings, Appointment Required	ELEGANT AND DISTINGUISHED 5 BR expanded Cape in prestigious Monument St. location, 1/3 mile from Concord Center and the North Bridge, with easy access to the trails of Estabrook Woods and Great Meadows.  Exquisitely finished interior, with hardwood floors throughout, hand crafted crown moldings, many built-ins, and 3 fireplaces. The lushly planbted yard has a wealth of new England stone retaining walls, mature, established plantings in great variety, and a lofty canopy of shade trees.	Cape	1	2	Forced Air, Humidifier, Gas		Alcott	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Patio, Professional Landscaping, Decorative Lighting, Screens;Insulation:Full, Fiberglass, Unknown;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Security System;Hot Water:Natural Gas, Tank;	SF	Monument Street	166	166	http://media.mlspin.com/photo.aspx?mls=70383143	
70392236	SLD	2845000	2845000	5/19/2006	8/17/2006		10	10	444 Monument St	Concord	MA	01742		4	3.5	6223	16	21780	Martha Nestor	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Accompanied Showings, Appointment Required, Sign	English Country House style 3/4 mile from Concord Center! Designed and built in 1999 by the architect-owner, this beautifully proportioned house glows with a sheen of perfection. High ceilings, magnificent windows, tall French doors to a stone terrace and private garden,Tuscan-style kitchen and ingenuity in all the details. Property overlooks 60 acres national park land. Drop your kayak in the river steps from your door and walk to Fenn School.	Colonial	1	2	Central Heat, Forced Air, Radiant, Gas		Alcott	choice	CCHS	Basement:Yes;Fireplaces:4;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Indoor Grill, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Patio, Professional Landscaping, Sprinkler System, Decorative Lighting, Screens, Fenced Yard;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Natural Gas, Tank;	SF	Monument St	444	444	http://media.mlspin.com/photo.aspx?mls=70392236	
70410019	SLD	2100000	2000000	6/20/2006	8/18/2006		31	7	70 Wilson Road	Concord	MA	01742		5	4.5	4382	11	33541	Gail Keane	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office, Call List Agent, Appointment Required, Sign	Come enjoy all the best amenities of Today's lifestyle.  This Higgins Brothers quality built handsome Colonial on a beautiful landscaped level lot in a wonderful neighborhood has it all!  THe home movie theatre is state-of-the-art, the kitchen is a gourmet's delight, and the floor plan is perfect for family and entertainment combined. Move right in and start enjoying the best of the best!	Colonial	1	3	Forced Air, Radiant, Humidifier, Gas		Willard	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Marble;Appliances:Range, Dishwasher, Compactor, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed, Deck, Gutters, Professional Landscaping, Sprinkler System, Screens, Fenced Yard;Insulation:Full;Electric:200 Amps;Interior Features:Central Vacuum, Security System, Cable Available, Wetbar, Intercom, Walk-up Attic;Hot Water:Natural Gas;	SF	Wilson Road	70	70	http://media.mlspin.com/photo.aspx?mls=70410019	
70410980	SLD	4900000	4900000	6/21/2006	8/18/2006		36	36	1437-1 Monument Street	Concord	MA	01742		6	7.5	8705	28	477853	Brigitte Senkler	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Accompanied Showings, Appointment Required	A winding drv leads to this sprawling country home on 10.97 exceptional acs abutting Estabrook Wds. This lovely home with the front facade of a grand cape expands and unfolds to eleg frml rms, a variety of great family spaces. 16 rms in 3 superb levels of this amazingly renovated & exquisitely decorated property. Sparkling pnd, pool, tennis ct, open fields, paddocks, gorg lndscping. Carriage hse w/3 stalls, 7 rm apt, garages. Magnificent Offering!	Cape	1	4	Forced Air, Humidifier, Oil		Alcott	Peabody/Sanborn	Conc/Carl Reg	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Marble;Appliances:Range, Dishwasher, Compactor, Microwave, Indoor Grill, Refrigerator, Freezer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Deck, Pool - Inground, Tennis Court, Hot Tub/Spa, Barn/Stable, Paddock, Professional Landscaping, Sprinkler System, Fenced Yard, Satellite Dish;Insulation:--;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available, Sauna/Steam/Hot Tub, Intercom;Hot Water:Tank;	SF	Monument Street	14371	1437-1	http://media.mlspin.com/photo.aspx?mls=70410980	
70328727	SLD	799000	757500	2/9/2006	8/21/2006		183	176	852 Main Street	Concord	MA	01742		4	2.5	2900	9	20254	Zur Attias	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Lock Box	NEW CONSTRUCTION BELOW 800,000- A MOMENT FROM THE CENTER! Fine craftsmanship shines w/ masterful details/finishes. Highlights incl. HW floors, crown molding, & more. Fireplaced FR w/ doors to mahogany deck & open floor plan to kitchen - a wonderful and vista full backyard. Nature abounds! Kitchen features granite counter tops, cust. cabinetry & hi-end amenities.  Master bedroom has master bath w/ custom tile, double sinks & walk-in closet. ENJOY THE VALUE!!	Colonial	1	2	Forced Air, Gas			Peabody/Sanborn	CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available;Hot Water:Natural Gas;	SF	Main Street	852	852	http://media.mlspin.com/photo.aspx?mls=70328727	
70372368	SLD	1795000	1725000	4/21/2006	8/21/2006		37	19	149 Spencer Brook Road	Concord	MA	01742		4	3.5	4634	20	199504	Brigitte Senkler	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Accompanied Showings, Appointment Required, Sign	Set on over 4 1/2 breathtaking acres in Spencerbrook Valley, this brilliantly designed colonial, by noted architect, Chris Hart, boasts panoramic views of meadows out walls of south facing windows.  A magnificent gourmet kitchen opens to sunfilled, two story family room with FP and a wall of built-ins.  3 fireplaces in all, a 1st flr master suite w/ countryside views and 2nd floor artist studio are just a few of the homes many features.  Property is punctuated by vintage barns and outbuildings.	Colonial	1	2	Forced Air, Oil		Thoreau	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Porch - Enclosed, Barn/Stable, Other (See Remarks);Insulation:--;Electric:200 Amps;Interior Features:Central Vacuum;Hot Water:Oil;	SF	Spencer Brook Road	149	149	http://media.mlspin.com/photo.aspx?mls=70372368	
70376963	SLD	1195000	1220000	4/29/2006	8/21/2006		64	63	121 Cottage Street	Concord	MA	01742		4	3.5	3800	9	13068	Zur Attias	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Lock Box, Appointment Required	Newly constructed Colonial on quaint New England side street in Concord! Character of yesteryear w/ amenities of today. Striking covered entrance to foyer framed by formal living & dining rooms. HW throughout 1st fl., handsome molding & woodworking detail. Gourmet kitchen w/ granite counters, professional Thermador range, hi-end appliances. 2nd fl. master w/ cathedral ceilings, luxurious bath, walk-in closet.  Family bath, 3 addt’l bedrooms, 1 w/ private bath.  3rd fl. 350+ sq ft bonus room.	Colonial, Gambrel /Dutch	1	2	Forced Air, Gas		Willard	Peabody-Sanborn	CCHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Patio, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available, Walk-up Attic;Hot Water:Natural Gas;	SF	Cottage Street	121	121	http://media.mlspin.com/photo.aspx?mls=70376963	
70411086	SLD	869000	875000	6/21/2006	8/21/2006		6	6	15 Pine Street	Concord	MA	01742		4	2.5	2152	11	5680	Bob Champey	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Lock Box, Appointment Required	Perfection! Totally renovated in 2004, this Greek Revival home is manicured in every way. The gourmet kitchen has SS appliances, 2 sinks, granite counters and pantry. Great features include high ceilings, gleaming oak flooring, A/C, huge master suite, 2 fireplaces and an elegant wrap-around columned porch. The yard is professionally landscaped with a sprinkler system. This in-town location is steps away from shops, restaurants, library, commuter rail and the new Thoreau School. OH 6/25 12-2.	Colonial	1	1	Forced Air, Gas		Thoreau	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Indoor Grill;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Patio, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Screens, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Electric, Tank;	SF	Pine Street	15	15	http://media.mlspin.com/photo.aspx?mls=70411086	
70288669	SLD	1099000	1007500	11/2/2005	8/22/2006		287	261	229 Fairhaven Hill	Concord	MA	01742		4	3.5	3984	104	90605	Nancy Huggins	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Accompanied Showings, Appointment Required	Concord's most picturesque, private, estate setting on hilltop location. The early 20th century Carriage House at Fairhaven Hill has 4000 SF of gracious and charming space with unique and distinctive character. Sunset views of Mt. Wachusett and Thoreau Country, hiking trails, rivers and a short trip to Walden Pond. Surrounded by estate homes. Distinctive millwork, built-ins, HW floors, French Doors, 3 FP, 5 bay garage. This property has great soul, a treasure! Just 16 min. to Cambridge!	Colonial	1	5	Central Heat, Hot Water Baseboard, Hot Water Radiators, Oil		Alcott	Sanborn/Peabody	CCHS	Basement:No;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles, Slate;Floor:Wood, Tile, Wall to Wall Carpet, Concrete, Other (See Remarks);Appliances:Range, Dishwasher, Compactor, Microwave, Washer, Dryer;Foundation:Slab;Construction:Frame, Brick;Exterior:Clapboard, Brick;Exterior Features:Patio, Storage Shed, Barn/Stable, Screens;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System;Hot Water:Tank;	SF	Fairhaven Hill	229	229	http://media.mlspin.com/photo.aspx?mls=70288669	
70423499	SLD	699000	684000	7/14/2006	8/23/2006		107	18	696 Main Street	Concord	MA	01742		4	1.5	1856	88	26448	Gail Keane	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office	Stroll happily one mile on sidewalks to Concord Center!   This enchanting colonial will delight the discerning Buyer looking for a charming, Provincial home filled with color and character!  The traditional floor plan with wood floors throughout, new gourmet kitchen, four ample bedrooms, cheerful family room overlooking the beautiful perennial gardens abutting conservation land plus extra deck off dining room all combine to make this an extra special offering!	Colonial	1	2	Forced Air, Gas		Willard	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:--;Foundation:Concrete Block;Construction:Frame;Exterior:Stucco;Exterior Features:Porch, Deck, Professional Landscaping;Insulation:Partial;Electric:Circuit Breakers;Interior Features:--;Hot Water:--;	SF	Main Street	696	696	http://media.mlspin.com/photo.aspx?mls=70423499	
70334672	SLD	749000	700000	2/21/2006	8/25/2006		159	147	289 Nashoba Road	Concord	MA	01742		4	3	2789	59	29150	Peter Callahan	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Office, Lock Box, Appointment Required, Sign	Thoughtful remodeling by architect-owners enhances liveability of Cape-style home in coveted neighborhood. Versatile floor plan, MOMA-quality kitchen, great room addition with full bath, deck, kitchenette and separate entrance could be used as studio, office, guest suite...	Cape	1	2	Central Heat, Hot Water Baseboard, Oil		Willard	Concord	CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet, Laminate;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Patio, Professional Landscaping;Insulation:Full, Fiberglass;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil, Tank;	SF	Nashoba Road	289	289	http://media.mlspin.com/photo.aspx?mls=70334672	
70393831	SLD	499000	440000	5/24/2006	8/29/2006		58	42	92 Lawsbrook Road	Concord	MA	01742		3	1.5	1333	119	13504	Mary Doyle	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box, Sign	Location! Location! Charming village colonial in walking distance to school, shops, public transportation and everything the Village has to offer.  Living room, dinding room, eat-in kitchen.  Beautiful original woodwork, walk-up attic.  This home offers wonderful potential in attic, or expand back.	Colonial	1	1	Central Heat, Forced Air, Gas		Thoreau	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Aluminum;Exterior Features:Porch, Porch - Enclosed;Insulation:--;Electric:Fuses, Circuit Breakers, 60 Amps/Less;Interior Features:Walk-up Attic;Hot Water:Natural Gas;	SF	Lawsbrook Road	92	92	http://media.mlspin.com/photo.aspx?mls=70393831	
70376123	SLD	1269000	1200000	4/28/2006	8/30/2006		105	104	315 Harrington Avenue	Concord	MA	01742		3	3	2900	9	47916	Zur Attias	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Accompanied Showings, Appointment Required	MARTHA'S VINYARD IN CONCORD MA. Bold, Creative architecturally-designed, riverfront home marries metropolitan feel w/ natural tranquility.  Windows create elegant lines inside & out.  Fam. room w/wall of glass & wildlife views.  Gourmet kitchen w/ marble counters, Jenn-Air ovens & refrig., Bosch cook top & dishwasher.  Welcoming dining & living rooms ideal for entertaining.  Stairs w/ glass wall to 2nd fl. hallway lined w/ accent windows.  Master bedroom w/ peaceful views! KAYAK THE RIVER!	Contemporary, Farmhouse	1	2	Hot Water Radiators, Radiant, Gas		Thoreau	Peabody-Sanborn	CCHS	Basement:Yes;Fireplaces:1;Roof:Metal;Floor:Wood, Tile, Marble;Appliances:Dishwasher, Microwave, Countertop Range, Washer, Dryer, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles, Wood;Exterior Features:Deck, Balcony, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Harrington Avenue	315	315	http://media.mlspin.com/photo.aspx?mls=70376123	
70363628	SLD	999950	950000	4/7/2006	8/31/2006		277	108	119 Deer Grass Lane	Concord	MA	01742		6	5.5	5686	43	83344	Brigitte Senkler	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Appointment Required, Sign	Custom designed & built French Country home prominently sited at the end of a cul de sac on 1.9 beau acres abutting 12 acres of protected common land. Classic brick front, spacious rooms, 2 staircases, dramatic 2-story family room with cath ceil,1st flr master bedrm suite, 5 bedrms on 2nd flr with large sitting area & balcony overlooking fam rm. Walk out lower level has 3 large rooms. Garage space for 8 cars. Pristine but original condition -- ready to add your personal touch or renovate.	Cape	1	8	Central Heat, Forced Air, Gas		Willard	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal, Indoor Grill, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Clapboard, Vinyl, Brick;Exterior Features:Porch, Deck, Professional Landscaping, Sprinkler System;Insulation:--;Electric:--;Interior Features:Central Vacuum, Security System;Hot Water:Natural Gas;	SF	Deer Grass Lane	119	119	http://media.mlspin.com/photo.aspx?mls=70363628	
70384225	SLD	619000	542400	5/9/2006	9/6/2006		167	76	1641 Main Street	Concord	MA	01742		5	3.5	3666	169	94089	Lee Foster	Carlson GMAC Real Estate	(978) 369-3999	Call List Office, Call List Agent	A Grand House with a Grand Yard to the Assabett River offers a Grand opportunity to own one of the oldest buildings remaining in West Concord. Home of the original owners of the Damon mills and an outstanding example of a temple-front Greek Revival house with 2-story entry porch, the most high-styled building in West Concord. This property has been used as a 2+ family in its most recent days and is offered with endless possibilities. Sold "as is".	Antique		3	Forced Air				CCHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Plywood, Vinyl, Wall to Wall Carpet, Other (See Remarks);Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Walk-up Attic;Hot Water:Tank;	SF	Main Street	1641	1641	http://media.mlspin.com/photo.aspx?mls=70384225	
70377856	SLD	610000	596800	5/1/2006	9/15/2006		102	65	182 Minuteman Drive	Concord	MA	01742		4	2	1640	55	20539	Jean Sandford	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office, Lock Box	Style and comfort! South facing 4-bedroom home with light in every room and gleaming hardwood floors. Updated kitchen & baths, 2 large decks off dining room overlooking fenced backyard with grass area for play & entertaining. Many other special amenities all set in a lovely landscaped yard in friendly neighborhood. Convenient to commuting routes 2,2A,128 & 62; Concord & Bedford, walking trails in National Park & Wildlife Sanctuary close by. Footpath to Concord Center.	Multi-Level	1	2	Hot Water Baseboard, Gas		Alcott	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Compactor;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Patio;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Whole House Fan;Hot Water:Natural Gas, Tank;	SF	Minuteman Drive	182	182	http://media.mlspin.com/photo.aspx?mls=70377856	
70361439	SLD	545000	525000	4/5/2006	9/22/2006		152	136	449 Sudbury Road	Concord	MA	01742		3	1	1278	74	12000	Beth Buckingham	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box, Appointment Required, Sign	Charming, sunny Royal Barry Wills Cape in impeccable condition.  Living room with hardwood floors and fireplace and eat-in kitchen with tile floor and bay window.  Three spacious bedrooms with hardwood floors, an updated bath and a second floor office complete this lovely home.  There is a detached one car garage and a gorgeous, fenced backyard.  Walk to Concord Center, shops and train!	Cape	1	1	Central Heat, Hot Water Baseboard, Hot Water Radiators, Oil		Willard	Sanborn/Peabody	Conc/Carl HS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Electric;	SF	Sudbury Road	449	449	http://media.mlspin.com/photo.aspx?mls=70361439	
70416478	SLD	529000	529000	7/1/2006	9/22/2006		1	1	322 Commonwealth Ave	Concord	MA	01742		3	2	2353	133	11761	Gregory Holtman	Realty Executives Of E. Mass.	(978) 266-0040	Call ShowingTime at 888-627-2775	Work continues on this great Antique just minutes from West Concord Center.   A large well equiped kitchen and a bathroom with a heated Whirlpool tub are the hallmarks of this nice sized home priced to sell just out of West Concord Center.  This house also features a walk up attic which could become a 4th bedroom, new appliances(except refer.), granite countertop, new hardwood floors thru out most of the house, newer boiler and new roof. Walk to shopping and the train in West Concord Center.	Antique	1	0	Hot Water Baseboard, Gas					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Covered Patio/Deck, Storage Shed;Insulation:Mixed;Electric:Circuit Breakers;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas;	SF	Commonwealth Ave	322	322	http://media.mlspin.com/photo.aspx?mls=70416478	
70412611	SLD	549900	545000	6/23/2006	10/3/2006		303	81	760 Main Street	Concord	MA	01742		3	2	1777	57	8712	Jeffrey Bastress	StartPoint Realty	(978) 422-3999	Call ShowingTime at 888-627-2775	Absolutely Beautiful High End Total Custom Makeover!Sellers Loss is Your Gain. Gorgeous 3 Bedrm,2 Full Bath,Exquisitely Appointed Home!One Flr Living at It's Very Best!Bright Open Chefs Kitchen w/Cherry Cabinets,Granite Counters,Eat-at Working Island,Stainless Appliances!Design&Detail is Outstanding!Living Rm w/Fireplace,Dining Room,Hardwood Floors,Farmers Porch,Central Air,Family Rm in Lower Level,Level Back Yard,2 Car Garage Plan Available.Over $250,000 in Renovations.	Bungalow, Other (See Remarks)	1	0	Forced Air, Oil		Willard	Peabody/Sanborn	ConcordCarlisle	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Screens;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Electric, Tank;	SF	Main Street	760	760	http://media.mlspin.com/photo.aspx?mls=70412611	
70367540	SLD	1295000	1180000	4/14/2006	10/5/2006		160	159	42 Monument Street	Concord	MA	01742		4	2.5	2634	205	15350	Barbara Freeland	Carlson GMAC Real Estate	(978) 369-3999	Call List Agent	"Gaius Proctor House" ca 1810. This fabulous 1810 Federal Colonial located on coveted in-town Monument Street has been beautifully renovated and expanded creating a warm yet sophisticated antique residence brimming with light. Period woodwork, wide pine flooring and many unique features!	Colonial, Antique	1	2	Central Heat, Steam, Gas		Alcott	Peabody/Sanborn	CCHS	Basement:Yes;Fireplaces:4;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Brick;Exterior Features:Patio, Professional Landscaping, Screens;Insulation:Unknown;Electric:Circuit Breakers, 200 Amps;Interior Features:Walk-up Attic;Hot Water:Natural Gas;	SF	Monument Street	42	42	http://media.mlspin.com/photo.aspx?mls=70367540	
70435656	SLD	729000	710000	8/5/2006	10/6/2006		47	27	165 Central Street	Concord	MA	01742		3	1.5	1714	107	15682	Carol A. Lenox	Prudential Prime Properties	(978) 369-4803	Call List Agent, Lock Box, Go Direct, Sign	Recently renovated and ready for occupancy! Circa 1908 Victorian in the Thoreau School neighborhood awaits a new owner.  The wraparound front porch welcomes all who enter.  1st floor boasts sunny foyer, classic LR w/pocket doors, opens to formal DR.  Spac kitchen with sils stone countertops, plus washer/dryer hookup & 1/2 bath.  Three bedrooms, walk in closet off hallway, full bath & walk up attic. Gleaming HW floors thruout most of this wonderful home. See extensive list of updates. A must see	Colonial, Victorian	1	1	Steam, Oil		Thoreau	Peabody/Sanborn	CCHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Gutters, Screens;Insulation:Blown In;Electric:Circuit Breakers;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Central Street	165	165	http://media.mlspin.com/photo.aspx?mls=70435656	
70357013	SLD	1980000	1825000	3/30/2006	10/13/2006		228	209	26 Revolutionary Road	Concord	MA	01742		5	5	5789	11	24860	Kimberly D. Comeau	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Accompanied Showings, Appointment Required	Classic Colonial in sought after “Ridge” neighborhood moments from Concord Center. Built in 2005, the well-tailored appearance captures charm & flair of admired New England homes. Exciting floor plan featuring open & free flowing family living areas & elegantly appointed formal rooms.  Tasteful custom details & upgrades throughout provide warmth & style. Extensively landscaped w/ rock walls, granite steps, circular patios, decorative fencing & mature plantings creating an abundance of privacy.	Colonial	1	2	Forced Air, Gas		Alcott	Peabody-Sanborn	CCHS	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Patio, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Revolutionary Road	26	26	http://media.mlspin.com/photo.aspx?mls=70357013	
70330037	SLD	869000	820000	2/10/2006	10/16/2006		367	219	124 Sandy Pond Road	Concord	MA	01742		4	2.5	3128	29	91912	Brigitte Senkler	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box, Appointment Required	Country Contemporary! Priced to move at $869K (assessed for $1,036,000!) this arch dsgnd, excitingly different hm offers an inviting brick paved courtyard, flex flr pln, vaulted ceils, window walls to natural vistas, built-ins, hardwood floors, brick fireplace + woodstove and new 4 bedroom septic system!  All this, set on 2.11 private acs, abutting town lnd w/trails, and just minutes to commuter train and major routes. A terrific value.	Contemporary	1	2	Forced Air, Gas		Alcott	Peabody/Sanborn	Conc/Carl Reg	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Wall Oven, Dishwasher, Compactor, Microwave, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Patio;Insulation:--;Electric:200 Amps;Interior Features:Central Vacuum, Security System, Intercom;Hot Water:Natural Gas;	SF	Sandy Pond Road	124	124	http://media.mlspin.com/photo.aspx?mls=70330037	
