MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70382542	SLD	327900	309900	5/6/2006	9/29/2006		137	94	12 Churchill Rd	Woburn	MA	01801		2	1	896	62	11326	Frank Zabbo	A- Zabbo Realty	(978) 649-3808	Call List Office	Wonderful west side home in mint condition. Perfect starter or down sizing home.  Hardwood throughout. fireplaced livingroom. Enclosed sun room not included in GLA. Full basement. Large fenced in corner lot.  Best deal for your money.  Move in and start enjoying cookouts right away.	Ranch	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed, Fenced Yard;Insulation:Unknown;Electric:--;Interior Features:Cable Available;Hot Water:Oil;	SF	Churchill Rd	12	12	http://media.mlspin.com/photo.aspx?mls=70382542	
70396377	SLD	365900	355000	5/30/2006	9/29/2006		49	49	13 Richard Circle	Woburn	MA	01801		4	1	1460	62	10032	Lauretta Raffi	Boardwalk Real Estate	(781) 944-7820	--	Well maintained 4 bedroom cape with an open concept.  This home features an eat in kitchen, dining room with sliders to a deck that over looks a private lot with an inground pool. Good size bedrooms, formal living room, finished basement, one car garage.  This home is situated on a professional landscape lot.  Great neighborhood.	Cape	1	1	Forced Air, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Pool - Inground, Fenced Yard;Insulation:Fiberglass;Electric:100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Richard Circle	13	13	http://media.mlspin.com/photo.aspx?mls=70396377	
70423118	SLD	349900	330000	7/14/2006	9/29/2006		63	50	40 Mishawum Road	Woburn	MA	01801		2	2	1248	65	8570	Cindy Cantrell	Coldwell Banker Residential Brokerage - Winchester	(781) 729-7290	Call List Office, Lock Box, Key in Office, Appointment Required	This custom-built, hip roof ranch has five rooms plus a heated, two-year-old, finished basement with 600 sq. ft. of living space (including second kitchen, family room and bathroom) not included in the GLA. Front to back living/dining room with fireplace, hardwood floors, cedar closet, mud room, garage under, fenced yard. Walk to schools and public transportation. Come inside and see for yourself!	Ranch	1	1	Hot Water Baseboard, Hot Water Radiators, Oil		Wyman	John F. Kennedy	Woburn High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Disposal, Refrigerator, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Fenced Yard;Insulation:--;Electric:100 Amps;Interior Features:--;Hot Water:Oil;	SF	Mishawum Road	40	40	http://media.mlspin.com/photo.aspx?mls=70423118	
70425221	SLD	429900	416000	7/18/2006	9/29/2006		24	24	66 Wyman St	Woburn	MA	01801		3	2	1700	37	12106	Stephen H. Petrillo	American Homeshow	(617) 846-3900	Owner		Split Entry	1	1	Central Heat, Hot Water Baseboard, Oil		Wyman Elem	Kennedy MS	Woburn HS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood, Brick;Exterior Features:Porch - Enclosed, Deck, Gutters, Storage Shed, Fenced Yard;Insulation:Full;Electric:220 Volts, Circuit Breakers;Interior Features:Cable Available, Walk-up Attic;Hot Water:Oil, Tankless;	SF	Wyman St	66	66	http://media.mlspin.com/photo.aspx?mls=70425221	
70434960	SLD	419900	400000	8/3/2006	9/29/2006		3	1	11 Westview Terr	Woburn	MA	01801		3	2.5	1316	55	10300	Marcy Ragucci	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Appointment Required	Beautifully updated seven room, three bedroom Multi level home offers new kitchen  with granite counterops and stainless steel appliances other updates include newer roof, furnance and 2 1/2 baths with granite counters.  200 amp updated electric, new central air and some replacement windows.  Newly finished lower level adds an  additional 336 square feet of living space.  Freshly painted  exterior.  Sunporch and  garage under.  Great location & much more!!	Multi-Level	2	1	Hot Water Baseboard, Oil		White	Kennedy	WMHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed;Insulation:--;Electric:200 Amps;Interior Features:--;Hot Water:Oil;	SF	Westview Terr	11	11	http://media.mlspin.com/photo.aspx?mls=70434960	
70313596	SLD	319900	319900	1/11/2006	9/30/2006		48	48	15 Woodside Terr	Woburn	MA	01801		3	1	924	60	10004	Rossetti/Poti Team	Select Options Realty Group	(781) 334-0100	Call List Office, Accompanied Showings, Appointment Required	Cute ranch in nice neighborhood features 3 bedrooms, 1 full bath, fireplaced living room, hardwood floors throughout, large eat in kitchen, nice corner lot! Property being sold by Attorney for the Seller, $319,900. is the minimum price the property will be sold for, per the Attorney.	Ranch	1	0	Central Heat, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Oil;	SF	Woodside Terr	15	15	http://media.mlspin.com/photo.aspx?mls=70313596	
70420494	SLD	329900	325000	7/10/2006	10/5/2006		87	58	12 Carter Street	Woburn	MA	01801		3	2	0	60	9217	Cheryl Weintrob	RE/MAX Top Achievers, Inc.	(781) 944-6060	Call List Agent, Lock Box	Pretty, sunfilled and well-maintained ranch featuring generous-sized kitchen with breakfast nook, hardwood floors, replacement windows and lower level with additional bonus room, storage and bath. Level yard with shed. Nestled in a quiet neighborhood. For comfort and value, compare with anything you may have seen.	Ranch	1	1	Central Heat, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Storage Shed;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:Electric;	SF	Carter Street	12	12	http://media.mlspin.com/photo.aspx?mls=70420494	
70456253	SLD	339900	320000	9/11/2006	10/5/2006		10	10	3 Lincoln Road	Woburn	MA	01801		3	1	1178	85	5100	Pam Dooley	Prudential Preferred Realty	(781) 933-7200	Call List Office	Spacious starter home on quiet culdesac in need of cosmetic updating.  Solid 3bedroom 1 bath home with cute farmers porch.  Walk up to finished attic for additional space.  The electric has been updated to circuit breakers and hardwood floors underneath carpet are some good features to this nice home in close proximity to bus line, shopping and major highways.  There is also a detached 2 car garage, drive way for 4 cars and nice level lot.  Great starter home.	Colonial	1	2	Steam, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;	SF	Lincoln Road	3	3	http://media.mlspin.com/photo.aspx?mls=70456253	
70397929	SLD	314900	313000	6/1/2006	10/7/2006		59	47	12 Woodside Ter	Woburn	MA	01801		2	1	1212	60	10007	Susan J. Guarino	Advancian Realty Inc	(781) 944-4224	Call List Office, Lock Box, Key in Office, Appointment Required	Located in a great neighborhood this 6 room ranch features a new Weil McLean furnace, hardwood floors and central air.Roof,siding and windows aprox. 10 years old. Your updates will complete this home. Close to shopping, highways and mbta great for commuters. Yard will have clean-up before close. Family room is unheated.	Ranch	1	0	Hot Water Baseboard, Oil			Kennedy	Woburn Senior	Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed;Insulation:--;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Oil, Tankless;	SF	Woodside Ter	12	12	http://media.mlspin.com/photo.aspx?mls=70397929	
70416839	SLD	359900	360000	6/30/2006	10/12/2006		58	58	7 Samoset Rd	Woburn	MA	01801		3	1	888	58	16536	Melody Skye Roloff	Carlson GMAC Real Estate	(781) 942-1500	Call List Office, Lock Box, Appointment Required, Sign	WEST SIDE! NEAR LEXINGTON LINE.  MOVE RIGHT INTO THIS WELL MAINTAINED RANCH WITH 7 ROOMS 3 BEDROOMS ON A 16,536 SQUARE FOOT LOT.  HARDWOOD FLOORS; NEWER ROOF; REPLACEMENT WINDOWS; SECURITY SYSTEM AND UPDATED ELECTRICAL.  FAMILY ROOM IN LOWER LEVEL (NOT INCLUDED IN SQ FT) WITH LARGE CLOSET AND SLIDERS THAT LEAD TO PATIO. PULL-DOWN STAIRS ACCESS STORAGE IN ATTIC.	Ranch	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Gutters, Storage Shed;Insulation:--;Electric:--;Interior Features:Security System;Hot Water:--;	SF	Samoset Rd	7	7	http://media.mlspin.com/photo.aspx?mls=70416839	
70416291	SLD	409900	390000	7/1/2006	10/13/2006		66	66	9 Howard Ct	Woburn	MA	01801		4	3	1752	58	16000	Richard Wolfson	Prudential Prime Properties	(781) 396-9500	Call List Agent, Appointment Required	A spacious Ranch on a quiet cul-de-sac near 4 Corners...A large eat-in  kitchen/Dining Rm with mahogany beamed ceiling and built-in hutch along with a family room addition all look out to a large private landscaped yard...Fireplaced living room, full tiled bath/laundry rm..Hardwood floors under wall to wall carpet except for 2 addition rooms..4 large bedrooms..New roof,some rep windows, exterior painted 5 yrs ago..basement contains work room, storage area and a full bath for possible expansion.	Ranch	1	2	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Storage Shed;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:Oil;	SF	Howard Ct	9	9	http://media.mlspin.com/photo.aspx?mls=70416291	
70454383	SLD	389900	380000	9/8/2006	10/16/2006		11	10	7 Kennedy Park	Woburn	MA	01801		3	1.5	1876	47	15170	Marina Geracoulis	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Location, location, location!!  Seven room, three bedroom, 1 3/4 bath Split Entry in  desireable westside neighborhood.  This home is on a quiet cul de sac and will be a true gem with some updating and your personal touches.  Features include hardwood floors, all new windows, fireplaced living room & lower level family room and cedar closet, garage under, deck and a fantastic yard.	Split Entry	1	1	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:--;Electric:110 Volts;Interior Features:--;Hot Water:Oil;	SF	Kennedy Park	7	7	http://media.mlspin.com/photo.aspx?mls=70454383	
70391277	SLD	389900	380000	5/18/2006	10/24/2006		309	130	3 Kenney Court	Woburn	MA	01801		3	3	2240	17	12084	Marcy Ragucci	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Key in Office, Appointment Required, Sign	Great opportunity to purchase a Split Entry home with seven rooms, three bedrooms, three baths and a 2 car garage.  This home features hardwood floors in both living room and dining room.  Located near picturesque Horn Pond.  Needs TLC and some landscaping to bring out the beauty of this home.  On a quiet cul de sac.	Split Entry	1	2	Gas		Clapp	Joyce	WMHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Electric;	SF	Kenney Court	3	3	http://media.mlspin.com/photo.aspx?mls=70391277	
70395489	SLD	549900	500000	5/26/2006	10/26/2006		268	125	123 Burlington St	Woburn	MA	01801		3	2.5	1912	15	24067	Carri Goldstein	Pro Real Estate	(781) 608-5879	Call List Agent	6 YEAR YOUNG COLONIAL IN WEST SIDE NEW SUBDIVISION! Beautiful open foyer center entrance. Formal living room, dining room, open large kitchen, and breakfast area. Maple hardwood floors throughout the first floor. Three bedrooms with lots of closet space. Oversize attached garage, gorgeous private landscaped lot with in ground sprinkler system, gutters, and patio, plus more. All light fixtures & window treatments excluded. O.H Sunday 9/17 1-3 pm	Colonial	1	1	Forced Air, Gas		Hurdle	Daniel L Joyce	Woburn	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio;Insulation:Full;Electric:220 Volts, Circuit Breakers;Interior Features:--;Hot Water:Natural Gas;	SF	Burlington St	123	123	http://media.mlspin.com/photo.aspx?mls=70395489	
70381734	SLD	319900	295000	5/4/2006	10/27/2006		135	135	20 Marlboro Road	Woburn	MA	01801		3	1	910	63	10000	Maryellen Maher	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Westside five room, three bedroom ranch features firplaced living room, lower   level family room and a one car detached garage on a 10,000 square foot level lot.   Great opportunity for 1st time Buyers.  Close to major routes,  public transportation and shopping.	Ranch	1	1	Forced Air, Gas		Hurld	Joyce	WMHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Marlboro Road	20	20	http://media.mlspin.com/photo.aspx?mls=70381734	
70443929	SLD	339900	320000	8/18/2006	10/27/2006		36	36	7 Blueberry Hill Rd	Woburn	MA	01801		2	1	1158	60	9900	Jean Cullinane	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Appointment Required	Spacious 2 bedroom ranch featuring a new kitchen and bath, gleaming hardwood floors, updated heating and electrical systems.  Entertainment sized living room with fireplace,  3 season porch, garage, and a refreshing gunite pool.  This  lovely home awaits your finishing touches!	Ranch	1	1	Hot Water Baseboard, Oil		Shamrock	Joyce	WMHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch - Enclosed, Pool - Inground;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;	SF	Blueberry Hill Rd	7	7	http://media.mlspin.com/photo.aspx?mls=70443929	
70483831	SLD	656000	656000	3/15/2006	10/27/2006		231	148	Lot 8 Coyne Drive	Woburn	MA	01801		3	2.5	2397	9	12000	Eileen Doherty	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Appointment Required, Sign	Brand new 7 room, 3 bedroom Colonial "The Danielle" first floor family room, kitchen with dining area, hardwood floor, central air conditioning, 2 1/2 baths. Shingle style vinyl siding, and gabled elevations.  Nice level lot.	Colonial	1	2	Forced Air, Gas		Linscott	Kennedy	Woburn Sr. High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Professional Landscaping;Insulation:Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Coyne Drive	8	Lot 8	http://media.mlspin.com/photo.aspx?mls=70483831	
70391313	SLD	369900	345000	5/19/2006	10/30/2006		145	145	10 Fryburg Road	Woburn	MA	01801		3	1	1389	61	6720	Marcy Ragucci	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Picture yourself in this wonderful eight room cape in the Central Square area.  Relax either in the spacious first floor family room or on the private side patio or by the beautiful inground pool.  Home features newer kitchen, fireplaced living  room, formal dining  room and lower level playroom.  Conveniently located near  schools, shopping, public transportation and more!!	Cape	1	1	Hot Water Baseboard, Oil		Wyman	Kennedy	WMHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Deck, Patio, Pool - Inground, Storage Shed, Fenced Yard;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Tankless;	SF	Fryburg Road	10	10	http://media.mlspin.com/photo.aspx?mls=70391313	
70391061	SLD	379900	345000	5/18/2006	11/3/2006		137	137	5 Foley Rd	Woburn	MA	01801		3	1	1282	60	9540	Dorothy E. Lee	Prudential Preferred Realty	(781) 933-7200	Call List Office, Lock Box, Key in Office, Appointment Required	This lovely home features 3 bedrooms, fireplaced living room. Open & bright family room with dining area. Most newer windows and most hard wood floors. cedar closet, 1 car under garage, sprinkler system. Located on a culdesac. * Lower level has an extra shower & toilet, sink in adjacent area.	Ranch	1	1	Central Heat, Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Professional Landscaping, Sprinkler System;Insulation:Unknown;Electric:Fuses;Interior Features:--;Hot Water:Tankless;	SF	Foley Rd	5	5	http://media.mlspin.com/photo.aspx?mls=70391061	
70378876	SLD	349000	333000	5/2/2006	11/10/2006		141	141	3 Samoset	Woburn	MA	01801		3	1	1155	58	13913	Pam Dooley	Prudential Preferred Realty	(781) 933-7200	Call List Office, Lock Box	Westside, custom ranch with expansion potential in desirable family neighborhood. 7 Rooms, 3 Bedrooms. Interior freshly painted, updated kitchen cabinets and new heating system. Hardwood floors throughtout, FP living room, Spacious three season porch, Walkout basement to beautiful level yard. Corner lot, One car garage. Lexington line and easy to show	Ranch	1	1	Hot Water Baseboard		Reeves	Joyce		Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Tile;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed;Insulation:Full;Electric:--;Interior Features:--;Hot Water:--;	SF	Samoset	3	3	http://media.mlspin.com/photo.aspx?mls=70378876	
70444605	SLD	357000	344700	8/21/2006	11/14/2006		65	35	27 Hudson Street	Woburn	MA	01801		3	2	1544	61	9300	Melinda Widtfeldt	Century 21 Commonwealth	(781) 245-4151	Call List Office	Charming Cape located within easy walking distance to the Clapp School and beautiful Horn Pond Reservation. This home has 7+ rooms with 3-4 bedrooms and 2 full baths. Extras include: Updated kitchen, HW floors and some newer windows. Formal DR w/lovely sliding glass doors which overlooks (12x19)deck and fenced back yard. Freshly painted and new carpet add to the  2nd floor bedrooms. A lower level room has been nicely finished  with closet and recessed lighting for use as a bedroom or office.	Cape	1	1	Hot Water Baseboard, Oil		Clapp	Joyce		Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;	SF	Hudson Street	27	27	http://media.mlspin.com/photo.aspx?mls=70444605	
70401963	SLD	299900	290000	6/6/2006	11/20/2006		138	138	17 Grove St	Woburn	MA	01801		2	1	1020	115	6000	Timothy Hanlon	Commonwealth East	(781) 894-0507	Owner	NEW PRICE!!!!   Newly Renovated colonial with Modern kitchen and bath, New gas furnace and hot water heater for under $300,000!! Spacious fenced backyard with shed, Enclosed front porch, rear deck and patio, Private dead end street, off street parking, walk to Woburn Center, Library and Park.  Great Condition! Just move in! Seller will help with closing costs.  Vacant, easy to show.	Colonial	1	0	Steam, Gas		Hurld	Joyce	WMHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Deck, Patio, Gutters, Storage Shed, Fenced Yard;Insulation:Partial, Blown In;Electric:220 Volts, Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Grove St	17	17	http://media.mlspin.com/photo.aspx?mls=70401963	
70467087	SLD	354900	338000	9/29/2006	11/20/2006		48	24	95 Waltham Street	Woburn	MA	01801		3	1	1044	58	17320	Ann Mulkerin	Prudential Preferred Realty	(781) 933-7200	Call List Office, Lock Box, Key in Office	West Side Ranch, 6 Rooms 3 Bedrooms.  New Well McLain Furnace & Newer Radiators. Fireplaced Living Room, Formal Dining Room, Sunny & Spacious enclosed porch, HW Floors throughout, HW under carpeted bedrooms. Newer front steps & walkway. Kitchen & Bath need updating. Large partially Finished Basement with bar. Beautiful level yard. One car garage. Near Winchester line & easy to show!	Ranch	1	1	Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Refrigerator, Washer;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Porch - Enclosed;Insulation:--;Electric:Fuses, 100 Amps;Interior Features:--;Hot Water:--;	SF	Waltham Street	95	95	http://media.mlspin.com/photo.aspx?mls=70467087	
70418513	SLD	399900	402900	7/6/2006	11/21/2006		103	103	59 ELM STREET	Woburn	MA	01801		5	2.5	2716	133	17201	Jean Finn	Prudential Preferred Realty	(781) 933-7200	Call List Office, Appointment Required	CHARMING 5 BEDROOM VICTORIAN SET ON TREED CORNER LOT. 18 BY 30 FIREPLACED LIVINGROOM WITH FRENCHDOORS TO SIDE DECK. FORMAL DININGROOM WITH CHAIR MOLDINGS AND HARDWOOD FLOORS. EAT-IN KITCHEN WITH DININGAREA. 5 BEDROOMS ON SECOND FLOOR. WALKUP TO THIRD FLOOR WITH 30 BY 31 FAMILYROOM, GREATROOM AND OR OFFICE WITH HALF BATH. SCREENED IN SIDEPORCH AND FRONT OPEN PORCH.	Victorian	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Porch - Enclosed, Deck;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas, Tank;	SF	ELM STREET	59	59	http://media.mlspin.com/photo.aspx?mls=70418513	
70451498	SLD	399900	385000	9/5/2006	11/22/2006		43	42	5 Parker Street	Woburn	MA	01801		3	2.5	1666	18	7100	Maryellen Maher	CENTURY 21 Crowley	(781) 933-0005	Call List Office	Westside! Young 7 room Garrison Colonial. Large kitchen with granite countertops.  First floor family room.  Master bedroom with bath and custom closet.  One car garage under, central air, sprinkler system, and convenient location!  Includes refrigerator, washer and dryer.	Colonial, Garrison	1	1	Hot Water Baseboard					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:Full;Electric:--;Interior Features:--;Hot Water:Natural Gas;	SF	Parker Street	5	5	http://media.mlspin.com/photo.aspx?mls=70451498	
70470461	SLD	385000	368000	10/5/2006	11/22/2006		40	40	6 Duren Avenue	Woburn	MA	01801		3	1	1455	59	15000	Robert Mee	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Appointment Required, Sign	Move right into this eight room, three bedroom immaculate ranch in quiet westside  neighborhood.  This home features fireplaced living room, formal dining room, eat in kitchen, first floor family room and lower level playroom.  Nice size deck off kitchen overlooks meticulously cared for yard with shed.  Home has newer windows, hardwood floors and a detached garage.  Brand new Reeves School district!!  Lexington Line!!	Ranch	1	1	Hot Water Baseboard, Oil		Reeves	Joyce	WMHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Storage Shed;Insulation:--;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Oil, Tankless;	SF	Duren Avenue	6	6	http://media.mlspin.com/photo.aspx?mls=70470461	
70383959	SLD	619000	585000	5/8/2006	11/27/2006		236	155	62 Revere Road	Woburn	MA	01801		5	3.5	3215	30	15082	Gina Mestone	CENTURY 21 Crowley	(781) 933-0005	Call List Office, Lock Box, Appointment Required, Sign	Spacious Split Entry in desirable westside neighborhood, boasts 4/5 bedrooms, updated baths, new kitchen counters, freshly painted thruout, c/a, 3 season porch and a 2 car heated garage. Master bedrm suite w/gleaming hrdwood flrs, full marble bath w/jacuzzi tub & large walkin closet. Large lower level w/26x23 fam room wired for surround sound system & a fireplaced den/office. Great inlaw potential.Move in condition!	Split Entry	1	2	Hot Water Baseboard, Oil		Reeves	Joyce	WMHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Porch - Enclosed, Patio, Gutters, Professional Landscaping;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available, Walk-up Attic;Hot Water:Oil, Tank;	SF	Revere Road	62	62	http://media.mlspin.com/photo.aspx?mls=70383959	
