MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70745532	SLD	499900	475000	4/16/2008	7/15/2008		68	42	22 Foster Rd	Bedford	MA	01730		3	2	1614	62	11880	Gerald Barrett	Barrett, Chris. J., REALTORS®	(781) 245-5011	Call List Office, Lock Box	Bright and sunny expanded three bedroom cape in center of town cul de sac location short walk to new Town playground, library, schools and fields.  Large deck off first floor family room overlooks beautiful fenced yard with perennial gardens and built in pool. Formal dining room, living room with wood burning  fireplace and bay window. Loaded with hardwood floors. Two full baths. 	Cape	1	0	Hot Water Baseboard, Hot Water Radiators, Oil		Davis / Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Laminate;Appliances:Dishwasher;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Pool - Inground;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:--;	SF	Foster Rd	22	22	http://media.mlspin.com/photo.aspx?mls=70745532	
70752340	SLD	455000	445000	4/24/2008	7/16/2008		10	10	22 OLD STAGECOACH RD	Bedford	MA	01730		4	2.5	2000	46	40004	Judith Ober	Prudential Unlimited Realty - Belmont	(617) 484-4727	Call List Agent, Lock Box	Think "Snow Falling on Cedars" meets Thoreau's "Walden." Best Buy in Bedford - must HURRY with others! With nearly one acre of beautiful wooded, secluded land, this 2,000 sq. ft. 4 bedroom retreat offers fireplaces on each floor, hardwood throughout the top floor, as well as a master suite with cathedral ceilings and electric roof windows.  Buyer to verify all info.	Split Entry	2	2	Central Heat					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete, Concrete Block;Construction:Brick, Post & Beam;Exterior:Shingles, Brick;Exterior Features:Porch, Deck, Patio, Balcony, Gutters;Insulation:Full;Electric:Other (See Remarks);Interior Features:Cable Available;Hot Water:Other (See Remarks);	SF	OLD STAGECOACH RD	22	22	http://media.mlspin.com/photo.aspx?mls=70752340	
70702321	SLD	498000	410000	1/24/2008	7/18/2008		139	139	118 Wilson Road	Bedford	MA	01730		4	2	2458	275	40000	Gail Donovan Hartwell	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Lock Box, Appointment Required	Known as The Bacon-Gleason-Blodgett Homestead or Old Mill House in the National Register of Historic Places and significant as an unaltered example of the early to mid 18th century brick-end transitional Georgian.  This house has been carefully restored since 1962 by the present owner.  There are 8 fireplaces in the house, 2 bake ovens, raised panel crusader doors, 2 interesting staircases, 4 spacious bedrooms, wide pine floors and beautifully sited on near acre in desired area.	Colonial, Antique	1	0	Hot Water Baseboard, Hot Water Radiators, Oil, Electric		Lane and Davis	John Glenn	Bedford High	Basement:Yes;Fireplaces:8;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame, Brick, Stone/Concrete;Exterior:Clapboard, Wood;Exterior Features:Storage Shed;Insulation:--;Electric:Fuses;Interior Features:Cable Available;Hot Water:Oil, Tankless;	SF	Wilson Road	118	118	http://media.mlspin.com/photo.aspx?mls=70702321	
70749772	SLD	624000	610000	4/24/2008	7/18/2008		18	7	7 Bandera Drive	Bedford	MA	01730		4	2	2400	52	40423	Diane Cadogan Hughes	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Lock Box, Appointment Required, Sign	In one of Bedford's finest neighborhoods, picturesque oversize Gambrel Cape welcomes you home! This delightfully updated 10 room home boasts a generous sized dining room, eat-in kitchen, study, formal living room, and a vaulted ceiling family room with adjacent mahogany deck overlooking manicured grounds. Four bedrooms with lavish closet space await on the 2nd floor.  Additional living space includes the newly finished LL rec room.  Wonderful closet and storage space here. 	Gambrel /Dutch	1	2	Hot Water Baseboard, Gas		Davis/Lane	John Glenn	BHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Shingles, Wood;Exterior Features:Deck, Storage Shed, Sprinkler System;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Whole House Fan;Hot Water:Tank;	SF	Bandera Drive	7	7	http://media.mlspin.com/photo.aspx?mls=70749772	
70726358	SLD	799900	783000	3/13/2008	7/24/2008		43	29	441 NORTH ROAD	Bedford	MA	01730		5	2.5	3000	17	45213	Janet Terzano	The Higgins Group REALTORS®	(781) 862-1700	Call List Agent, Lock Box, Appointment Required	Impressive five bedroom Colonial beautifully sited on gorgeous acre plus lot. Custom built and impeccably maintained, this spacious home features 9’ ceilings on the first floor, beautiful formal living/dining rooms, five second floor bedrooms including the private master with 2 walk-in closets and luxury bath, 1000 s. f. expansion potential in walk-up attic, 24’x43’ blue-stone patio. Discover the convenience of Bedford, great shopping(5 minutes to Burlington Mall), fine dining & top schools!	Colonial	1	2	Central Heat, Forced Air, Gas		Davis/Lane	Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Patio, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System, Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	NORTH ROAD	441	441	http://media.mlspin.com/photo.aspx?mls=70726358	
70643482	SLD	799000	775000	9/7/2007	7/25/2008		346	300	31 Great Rd	Bedford	MA	01730		5	3	3186	187	32670	Jean Colbath	Realty Executives Metro West	(781) 641-3200	Call List Agent, Lock Box, Sign	INCREDIBLE PRICE REDUCTION!  UNCOMPARABLE VALUE!    THE "DUTTON HOUSE"~A BEAUTY! YOU'LL LOVE THE CHARM OF YESTERYR~CONVEN & AMEN OF TODAY!EXCITING UPDATES..LOVINGLY CARED FOR BY PAST/PRES.OWNERS.3/4 ACRE ON THE RD THE MINUTEMN MARCHED TO CONCORD,IN THE HEART OF BEDFORD CTR!STEPS TO EVERYTHING.SHOPS,RESTAURANTS,SCH,TENNIS LIB,PLAY-GRD!5 BDRMS,3FL BAS,5FPS,FABUL STEPDWN FMRM,HI-END CHERRY/GRAN EIK,FP LIB,FM.DR,FM.LR,ORIG."RUFUS PORTER"MURAL C1828,BK/FRT STAIRCSES,CATH CEIL MBR W/FL BA&POR.HDWD FL	Colonial, Antique	1	2	Hot Water Baseboard, Oil		DAVIS/LANE	JOHN GLENN	BEDFORD H.S.	Basement:Yes;Fireplaces:5;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Deck, Patio, Professional Landscaping;Insulation:Full, Fiberglass, Blown In;Electric:220 Volts;Interior Features:Cable Available, Walk-up Attic;Hot Water:Oil, Tank;	SF	Great Rd	31	31	http://media.mlspin.com/photo.aspx?mls=70643482	
70733062	SLD	469000	429000	3/27/2008	7/29/2008		124	81	23 Independence Road	Bedford	MA	01730		3	2	2012	33	16246	Gloria Moll	Coldwell Banker Residential Brokerage - Lexington	(781) 862-2600	Call List Office, Lock Box, Sign	Attractive split entry home located in a sought after neighborhood. Sunny level lot. Underground utilties. Tile entry welcomes you to the bay window living rm, formal dining rm w/sliders to deck. Tile floor eat-in-kitchen w/ceiling fan & newer appliances.  LL consists of a spac. fireplaced fam rm, Bedroom &  1 car garage. Separate bldg is an ovrszd 1 to 2 car garage or other uses. Near skating rink & bike path.	Split Entry	1	3	Electric Baseboard		Davis/Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Masonite;Exterior Features:Deck;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Electric, Tank;	SF	Independence Road	23	23	http://media.mlspin.com/photo.aspx?mls=70733062	
70760769	SLD	499000	494900	5/13/2008	7/29/2008		16	8	36 Meadowbrook Road	Bedford	MA	01730		4	2	1886	48	40000	Margaret Chaney	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Lock Box, Appointment Required	Nestled on beautiful park like grounds, this sun-drenched 8 room raised Ranch is in move-in condition with a dream cherry kitchen, granite counters, trash compactor, hardwood floors, a fireplaced living room and family room, two tiled baths and much more.  For your Summer pleasure, enjoy the central air conditioning.  Just move in and enjoy!	Raised Ranch	2	1	Central Heat, Hot Water Baseboard		Davis/Lane	John Glenn	Bedford HS	Basement:No;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Laminate;Appliances:Range, Dishwasher, Disposal, Compactor, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Storage Shed;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas, Tank;	SF	Meadowbrook Road	36	36	http://media.mlspin.com/photo.aspx?mls=70760769	
70762280	SLD	1295000	1300000	5/15/2008	7/30/2008		35	5	29 Robinson Dr	Bedford	MA	01730		5	3.5	4507	13	47917	Jean Colbath	Realty Executives Metro West	(781) 641-3200	Call List Agent, Appointment Required, Sign	ESTATES AT PAGE HILL!EXQUISITE,YNG 5BR"FRENCH COUNTRY"COL.WRAP ARND MAHOG.FRT.POR.ACCENTED BY COLUMNS..ACRE+..CASUAL ELEGANCE PERMEATES INTERIOR OF THIS WARM/INVITING HOME BASKING IN NAT'L LIGHT..MARBLE 2-STORY FOYER~CURVED STRCSE.INVITING OPEN FP GRT RM~REAR OF FOYER ENBRACES CASUAL ATMOSPHERE~OPENNESS TO GOURMET CHRY/GRAN KIT W/BRKFST NOOK & MAHOG. DECK OVERLK LEV. TERRAIN..2 ADD RMS.ON 1ST FLR..2ND FLR..MBR STE PLUS 4 ADD BRS & FRT/BK FAMRM..WALKOUT LL..3-STORY TURRET..3GAR..FRT/BK STAIRCASE	Colonial, Other (See Remarks)	1	3	Forced Air, Gas		DAVIS/LANE	JOHN GLENN	BEDFORD H.S.	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Marble;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Deck, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:220 Volts;Interior Features:Central Vacuum, Security System;Hot Water:Natural Gas, Tank;	SF	Robinson Dr	29	29	http://media.mlspin.com/photo.aspx?mls=70762280	
70777201	SLD	364900	350000	6/13/2008	7/31/2008		257	27	151 North Road	Bedford	MA	01730		3	2	1428	64	20000	Suzanne Schmuhl-Koller	Keller Williams Realty-Merrimack	(978) 692-3280	Call ShowingTime at 888-627-2775	YOU WILL LOVE THIS YARD! Excellent value for Bedford! Cream puff cape in move-right-in condition. Lovely 1/2 Acre lot w/gorgeous trees that shade your back deck.  Three bedrooms and two full baths (one newly updated with glass shower), wood burning fireplace in living room, built-in in dining room. Gleaming hardwood floors throughout.Fresh paint- No wallpaper! Garage under. Separate shed out back. Enormous walk in Cedar closet. All new windows and siding in 2000. Excellent buy!	Cape	1	1	Hot Water Baseboard, Oil		Davis/Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Storage Shed;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:--;	SF	North Road	151	151	http://media.mlspin.com/photo.aspx?mls=70777201	
70717319	SLD	520000	500000	2/24/2008	8/1/2008		141	129	9 Caribou Street	Bedford	MA	01730		3	2	2010	60	8276	Al Carosi	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Office, Owner, Lock Box, Sign	House Beautiful! Wow! This house will truly surprise you in a great way! Terrific 13x30 family room unseen from the front. Hardwood floors, built-ins and 2 new full baths with updates. Great location on cul-de-sac. Easy commute on Lexington line. Just move in and enjoy. New solar water system. Fantastic walk-in closet! Bike trail.	Cape	1	0	Central Heat, Hot Water Baseboard, Oil			John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Rubber;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Deck, Professional Landscaping, Screens;Insulation:Full, Fiberglass, Blown In;Electric:220 Volts, Circuit Breakers, 100 Amps;Interior Features:Cable Available, Other (See Remarks);Hot Water:Oil, Solar, Tank;	SF	Caribou Street	9	9	http://media.mlspin.com/photo.aspx?mls=70717319	
70767479	SLD	1250000	1200000	5/27/2008	8/1/2008		17	6	23 Robinson Drive	Bedford	MA	01730		4	3.5	4492	14	41108	Debbie Spencer	RE/MAX Landmark, REALTORS®	(781) 861-7300	Call ShowingTime at 888-627-2775	Gracious home prominently sited in sought after Page Hill Estates. As you open the front dr you are pleasantly greeted by the beautiful 2 story foyer that is graced w/ marble flrs, a lovely turned staircase and the striking brass and crystal chand. The spacious eat-in gourmet kit w/ cherry cab, granite & prof grade appl, flows into a magnificent FR w/ a cathedral ceiling & a flr to ceiling FP. Too many amentities to mention in this special home.	Colonial	1	3	Forced Air, Gas		Davis/Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Marble;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Professional Landscaping, Sprinkler System, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 200 Amps, Other (See Remarks);Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Tank;	SF	Robinson Drive	23	23	http://media.mlspin.com/photo.aspx?mls=70767479	
70761002	SLD	979000	950000	5/13/2008	8/8/2008		55	55	20 Buehler Rd	Bedford	MA	01730		4	3.5	3359	19	30044	Joyce Murphy	William Raveis R.E. & Home Services	(781) 861-9600	Call ShowingTime at 888-627-2775	An elegant young home enhanced with many quality improvements. The new kitchen with granite counters, stainless appliances & hard wood floors will impress. Rich hardwood floors add to the sophisticated décor.   Set in an established neighb., this home offers privacy plus views of wooded conservation land from the oversized deck w/ Pergola. Extensive landscaping & new patio add to terrific curb appeal.  Walkout lower level can be finished for additional space.	Colonial	1	2	Forced Air, Oil				BHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Patio, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:200 Amps;Interior Features:Security System, Cable Available;Hot Water:Tank;	SF	Buehler Rd	20	20	http://media.mlspin.com/photo.aspx?mls=70761002	
70784356	SLD	549000	549000	6/27/2008	8/8/2008		16	4	26 Independence Road	Bedford	MA	01730		4	2.5	2276	33	32081	Barbara Aldorisio	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Lock Box, Sign	Beautiful Garrison located in a much "WANTED" neighborhood in Bedford... cozy family room that flows into a library/living room...four bedrooms including a master w bath and walk-in closet...two story addition in the rear of the home has beautiful pine wood flooring, mostly glassed and heated... A wonderful office/workout space...first level a "GREEN HOUSE" w wood stove and walkout to a private landscaped yard...Located conveniently to the Towns' resources...	Garrison	1	2	Electric		Davis and Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Other (See Remarks);Exterior Features:Deck, Gutters, Greenhouse, Professional Landscaping, Screens;Insulation:Full;Electric:110 Volts;Interior Features:Cable Available;Hot Water:Electric, Tank;	SF	Independence Road	26	26	http://media.mlspin.com/photo.aspx?mls=70784356	
70727177	SLD	739000	730000	3/14/2008	8/14/2008		63	26	12 McMahon Rd	Bedford	MA	01730		4	2.5	2798	52	30033	Jean Colbath	Realty Executives Metro West	(781) 641-3200	Call List Agent, Lock Box, Appointment Required, Sign	TERRIFIC CURB APPEAL! 1 MIN.WALK TO MIDDLE SCH,HS.LIB. UPTOWN..SITED ON A 3/4 ACRE KNOLL..A/C..WARM & INVITING COLONIAL W/FIREPL. KITCHEN-EATING AREA & CENTER ISLAND..FRT/BACK LIV RM..FORM. DR..FABULOUS CATH. CEIL. (25'X20') FAM.RM. ADD.W/WALLS-GLASS AND FLR/CEILING FIREPL! GORGEOUS LANDSCAP & PARTIAL FENCE REAR YD..MUD RM & 1/2 BA COMPLETE 1ST FLR. 4BRS UP W/ 2 FL BA (MBR BA)..OVER 900SF ADD. FIN. LIV. SPACE IN LOWER LEV FOR TEENS TO HANG OUT, ADULTS TO PLAY POOL,WET BAR...NOT TO BE MISSED!	Colonial	1	2	Hot Water Baseboard, Gas		DAVIS/LANE	JOHN GLENN	BEDFORD H.S.	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Gutters, Professional Landscaping, Sprinkler System;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available, Wetbar;Hot Water:Natural Gas, Tank;	SF	McMahon Rd	12	12	http://media.mlspin.com/photo.aspx?mls=70727177	
70719600	SLD	759900	772463	3/1/2008	8/15/2008		25	25	Lot 130 Meeting House Circle	Bedford	MA	01730		4	2.5	2580	7	16949	Stephen McKenna	Bowes Pennell & Thompson GMAC	(781) 648-3500	Call List Agent, Lock Box, Appointment Required	FINAL PHASE AT PRESCOTT FARMS!! LIVE IN BEDFORDS NEWEST AND MOST DESIRABLE NEIGHBORHOOD OFFERING THE MOST COMPETITIVE PRICES, 5 DIFFERENT HOME STYLES THAT FEATURE 4 BEDROOMS, 2 CAR GARAGES, 2400 -3400 SQUARE FEET OF LIVING SPACE. DESIGNED AND BUILT BY SYMES ASSOCIATES AN AWARD WINNING DEVELOPER! THERE ARE 5 HOUSE STYLES THAT CAN BE BUILT ON THIS LOT. THE STYLE SHOWN IS THE SUMMERHILL II BUT WE CAN BUILD ANY OF OUR 5 HOUSE STYLES ON THIS LOT. STOP BY THE MODEL HOME EVERY SUNDAY 2:00 -4:00 PM.	Colonial	1	2	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Meeting House Circle	130	Lot 130	http://media.mlspin.com/photo.aspx?mls=70719600	
70767361	SLD	1425000	1385000	5/27/2008	8/19/2008		3	3	25 OVERLOOK DRIVE	Bedford	MA	01730		5	4.5	4900	7	45356	Janet Terzano	The Higgins Group REALTORS®	(781) 862-1700	Call List Agent, Accompanied Showings	Stylish Contemporary Colonial at Bedford's finest new address, The Estates At Page Hill!  Exciting design, quality construction and a comfortable, spacious floor plan.  Beautifully appointed kitchen with Thermador professional range, granite counters, adjacent breakfast room and great room with gas fireplace, library, living room with fireplace, spacious master with huge walk-in closet, sitting room with fireplace and luxury bath. Bonus 700 sf suite on first floor with full bath. Fall occupancy	Colonial	1	3	Forced Air, Gas		Davis/Lane	Glenn	Bedford	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles, Wood;Exterior Features:Deck, Professional Landscaping, Sprinkler System, Decorative Lighting, Screens;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Natural Gas, Tank;	SF	OVERLOOK DRIVE	25	25	http://media.mlspin.com/photo.aspx?mls=70767361	
70770227	SLD	479000	450000	5/31/2008	8/22/2008		80	67	18 Evans Ave	Bedford	MA	01730		3	1.5	2047	64	22762	Lauren Mello	Advocate Realty Associates	(781) 333-5243	Lock Box, Appointment Required	Over 2000sf in this expanded Cape! Updated kitchen features granite & tile, birch cabinets & wall oven. Formal DR & LR, plus huge FR overlooking deck and backyard.  Newly renovated rec room/office could be your playroom, 4th BR or 1st floor master.  Updated tiled bathrooms, great built-ins, de-leaded, loads of storage- even a partial attic! New 10'x 16' 2-door shed. Great neighborhood near ctr, walk to middle & HS or connect to Minuteman bikepath- save gas & ride your bike to Cambridge!	Cape	1	0	Hot Water Baseboard, Oil		Lane/Davis	John Glenn MS	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Laminate;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range, Refrigerator;Foundation:Other (See Remarks);Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Gutters, Storage Shed, Screens;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Electric, Tank;	SF	Evans Ave	18	18	http://media.mlspin.com/photo.aspx?mls=70770227	
70789338	SLD	519900	520000	7/9/2008	8/25/2008		6	6	8 Curve Street	Bedford	MA	01730		3	2	1608	63	10000	Geraldine Wilcox	The Higgins Group REALTORS®	(781) 862-1700	Call List Agent, Lock Box, Appointment Required, Sign	Set on a meticulously landscaped lot in a much desired location, an expanded Cape with impressive recent improvements and updates including a spectacular new cherry kitchen w/center island, top-of-the-line appliances and gas cooking, two tastefully renovated full baths, and wonderful 21’ vaulted ceiling family room. There are gleaming hardwood floors throughout, a sunny living room w/bay window and built-in bookcases flanking the fireplace, and a delightful and private 3 season porch.	Cape	1	0	Central Heat, Hot Water Baseboard		Davis and Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters;Insulation:Unknown;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tank;	SF	Curve Street	8	8	http://media.mlspin.com/photo.aspx?mls=70789338	
70662441	SLD	819900	822798	10/11/2007	8/27/2008		196	195	Lot 118 Liberty Road	Bedford	MA	01730		4	2.5	3296	8	15912	Stephen McKenna	Bowes Pennell & Thompson GMAC	(781) 648-3500	Call List Agent, Lock Box, Appointment Required	LIVE IN BEDFORDS NEWEST AND MOST DESIRABLE NEIGHBORHOOD ... PRESCOTT FARMS!! OFFERING THE MOST COMPETITIVE PRICES, 12 DIFFERENT HOME STYLES THAT FEATURE 4/5 BEDROOMS, 2/3 CAR GARAGES, 2400 -3400 SQUARE FEET OF LIVING SPACE. DESIGNED AND BUILT BY SYMES ASSOCIATES AN AWARD WINNING DEVELOPER! THE CONCORD PORCH IS BEING BUILT ON THIS LOT.	Colonial	1	2	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Liberty Road	118	Lot 118	http://media.mlspin.com/photo.aspx?mls=70662441	
70752008	SLD	474900	467000	4/29/2008	8/27/2008		65	59	91 Old Billerica Road	Bedford	MA	01730		3	2	1494	77	56936	Geraldine Wilcox	The Higgins Group REALTORS®	(781) 862-1700	Call List Agent, Lock Box, Appointment Required, Sign	Impeccable 1930's Custom Cape set on acre+ lot with secluded grounds reaching down to the Shawsheen River.  Especially precious for its unspoiled character and detail -- Center fireplaced living room, banquet size dining room, updated kitchen w/adjacent breakfast room, and sky-lit bedrooms up. There are six-panel doors, gleaming hardwood floors and lighted closets throughout. Recent updates include - 30 year architectural roof, Velux skylights, Harvey True "divided light" windows.	Cape	1	1	Steam, Oil		Davis and Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Electric, Tank;	SF	Old Billerica Road	91	91	http://media.mlspin.com/photo.aspx?mls=70752008	
70774552	SLD	359900	330000	6/8/2008	8/27/2008		43	43	104 hartwell rd	Bedford	MA	01730		3	1.5	1104	45	15121	David  Winick	David Winick Brokerage	(781) 718-6197	Call List Office, Lock Box	Don't miss this opportunity to own this charming home in Bedford!  Situated next to a wooded conservation area, this home boasts newly refinished hardwood floors, new furnace and fresh interior paint.  This home resides on a spacious lot with huge potential including a large deck in rear yard to enjoy the outdoors.  This is your chance to get into Bedford at a reasonable price!	Split Entry	1	1	Forced Air					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch;Insulation:Full;Electric:110 Volts;Interior Features:--;Hot Water:--;	SF	hartwell rd	104	104	http://media.mlspin.com/photo.aspx?mls=70774552	
